Car Model,Gear_type,Driven_km,Fuel type,Reg_place,Price,Car Location,City,Car_brand,Model_year,Ownership_count,EMI Rs
SPORTZ 1.2 AT,Automatic,61609,Petrol,AP-28,334000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2011,2,6530
SPORTZ,Manual,68336,Petrol,TS-07,300000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,2,5865
S MT,Manual,95178,Petrol,AP-11,278000,"Bachupally, Hyderabad",Hyderabad,Honda,2012,2,5435
1.5L I-VTEC SV CVT,Automatic,73472,Petrol,TS-09,685000,"Attapur, Hyderabad",Hyderabad,Honda,2016,2,13392
1.5L I-DTEC S,Manual,118180,Diesel,TS-07,424000,"Attapur, Hyderabad",Hyderabad,Honda,2015,3,8289
LIMITED PLUS PETROL AT,Automatic,42064,Petrol,TS-07,1609000,"Kompally, Hyderabad",Hyderabad,Jeep,2018,1,30626
W8 1.2 PETROL,Manual,48096,Petrol,TS-10,970000,"Attapur, Hyderabad",Hyderabad,Mahindra,2021,1,18463
COMFORTLINE 1.0 PETROL,Manual,56919,Petrol,TS-04,616000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2018,1,12043
V MT,Manual,60993,Petrol,AP-09,352000,"Bachupally, Hyderabad",Hyderabad,Honda,2013,1,6882
XZ PETROL,Manual,8280,Petrol,TS-08,534000,"Kompally, Hyderabad",Hyderabad,Tata,2018,1,10440
ASTA 1.2 (O),Manual,39478,Petrol,TS-13,697000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,13626
1.4 EX PETROL,Manual,95933,Petrol,TS-04,789000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2018,1,15425
XV PREMIUM DUAL TONE,Manual,23316,Petrol,TS-30,813000,"Bachupally, Hyderabad",Hyderabad,Nissan,2021,1,15475
W7,Manual,90388,Diesel,TS-08,1031000,"Kompally, Hyderabad",Hyderabad,Mahindra,2018,1,19624
VXI,Manual,71003,Petrol,TS-15,345000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,2,6745
SX (O) 1.6 DIESEL,Manual,119781,Diesel,TS-13,941000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,17911
RXZ MT,Manual,37121,Petrol,TS-08,749000,"Kompally, Hyderabad",Hyderabad,Renault,2021,1,14643
T,Manual,85298,Petrol,TS-08,316000,"Kompally, Hyderabad",Hyderabad,Datsun,2017,1,6178
1.2L I-VTEC S,Manual,76438,Petrol,TS-16,432000,"Kompally, Hyderabad",Hyderabad,Honda,2015,2,8446
XZ PLUS PETROL,Manual,31781,Petrol,TS-08,572000,"Kompally, Hyderabad",Hyderabad,Tata,2020,1,11183
SIGMA PETROL 1.2,Manual,47741,Petrol,TS-12,535000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,10459
VXI (O) CNG,Manual,49984,CNG,TS-08,582000,"Kompally, Hyderabad",Hyderabad,Maruti,2020,1,11378
MAGNA 1.2 KAPPA VTVT,Manual,42399,Petrol,TS-11,470000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,2,9189
ZXI,Manual,75773,Petrol,TS-13,372000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,2,7273
VXI+,Manual,75694,Petrol,TS-09,556000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,2,10870
SPORTZ 1.4 CRDI,Manual,47303,Diesel,TS-09,579000,"Kompally, Hyderabad",Hyderabad,Hyundai,2014,1,11320
VXI,Manual,49438,Petrol,AP-11,410000,"Attapur, Hyderabad",Hyderabad,Maruti,2012,3,8016
RXT 1.0,Manual,39992,Petrol,TS-08,341000,"Kompally, Hyderabad",Hyderabad,Renault,2017,2,6667
ERA +,Manual,58321,Petrol,TS-10,262000,"Kompally, Hyderabad",Hyderabad,Hyundai,2015,3,5122
V CVT,Automatic,39014,Petrol,TS-08,773000,"Kompally, Hyderabad",Hyderabad,Toyota,2019,1,15112
ZDI PLUS AMT,Automatic,75389,Diesel,TS-08,804000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,15303
SPORTZ PLUS 1.2,Manual,51216,Petrol,TS-07,764000,"Kompally, Hyderabad",Hyderabad,Hyundai,2020,1,14936
RXT 1.0,Manual,84020,Petrol,TS-07,346000,"Bachupally, Hyderabad",Hyderabad,Renault,2018,1,6764
VXI,Manual,106094,Petrol,AP-07,261000,"Attapur, Hyderabad",Hyderabad,Maruti,2011,1,5103
SPORTZ 1.2 KAPPA VTVT,Manual,32907,Petrol,TS-07,490000,"Attapur, Hyderabad",Hyderabad,Hyundai,2016,1,9580
MAGNA 1.2,Manual,75979,Petrol,AP-07,255000,"Attapur, Hyderabad",Hyderabad,Hyundai,2011,2,4985
XL (O) CVT,Automatic,36874,Petrol,TS-13,573000,"Kompally, Hyderabad",Hyderabad,Nissan,2018,1,11202
S MT,Manual,54515,Petrol,TS-10,385000,"Attapur, Hyderabad",Hyderabad,Honda,2016,2,7527
1.2L I-VTEC S,Manual,81854,Petrol,TS-07,627000,"Attapur, Hyderabad",Hyderabad,Honda,2018,1,12258
1.2L I-VTEC S,Manual,52597,Petrol,TS-09,413000,"Kompally, Hyderabad",Hyderabad,Honda,2014,2,8074
COMFORTLINE 1.0L,Manual,46451,Petrol,TS-09,579000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2019,1,11320
ALPHA  AT 1.5 SHVS PETROL,Automatic,48468,Petrol,TS-12,741000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,2,14487
VXI,Manual,121617,Petrol,AP-09,379000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,2,7410
VXI,Manual,58273,Petrol,AP-29,259000,"Bachupally, Hyderabad",Hyderabad,Maruti,2011,3,5063
SPORTZ 1.1,Manual,87711,Petrol,TS-09,336000,"Attapur, Hyderabad",Hyderabad,Hyundai,2014,1,6569
LIMITED 2.0 DIESEL,Manual,122168,Diesel,TS-13,1385000,"Kompally, Hyderabad",Hyderabad,Jeep,2018,2,26362
COMFORTLINE TDI AT,Automatic,52993,Diesel,TS-10,1858000,"Bachupally, Hyderabad",Hyderabad,Volkswagen,2019,1,35365
AMBITION 1.5 TDI,Manual,86031,Diesel,TS-08,726000,"Attapur, Hyderabad",Hyderabad,Skoda,2017,1,14193
85 PS RXL PLUS DIESEL,Manual,101430,Diesel,TS-07,516000,"Attapur, Hyderabad",Hyderabad,Renault,2014,1,10088
ASTA 1.2,Manual,40841,Petrol,TS-10,646000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,12629
VXI,Manual,45852,Petrol,TS-12,327000,"Bachupally, Hyderabad",Hyderabad,Maruti,2014,2,6393
1.5L I-DTEC V,Manual,75410,Diesel,TS-32,853000,"Kompally, Hyderabad",Hyderabad,Honda,2018,1,16236
TITANIUM 1.2 PETROL AT,Automatic,16579,Petrol,TS-09,791000,"Attapur, Hyderabad",Hyderabad,Ford,2021,1,15464
RXT AMT,Automatic,29302,Petrol,TS-07,770000,"Kompally, Hyderabad",Hyderabad,Renault,2022,1,15054
STYLE TSI,Manual,53802,Petrol,TS-08,997000,"Kompally, Hyderabad",Hyderabad,Skoda,2020,2,18977
T (O),Manual,65094,Petrol,TS-08,284000,"Bachupally, Hyderabad",Hyderabad,Datsun,2017,2,5552
N6 1.0 TURBO GDI IMT,Manual,45479,Petrol,TS-07,940000,"Kompally, Hyderabad",Hyderabad,Hyundai,2021,1,17892
M2 8 STR,Manual,19661,Diesel,TS-08,1275000,"Kompally, Hyderabad",Hyderabad,Mahindra,2021,1,24268
1.5L I-VTEC S MT,Manual,105746,Petrol,AP-29,429000,"Attapur, Hyderabad",Hyderabad,Honda,2013,3,8387
1.5L I-VTEC SV,Manual,53326,Petrol,TS-03,634000,"Bachupally, Hyderabad",Hyderabad,Honda,2016,2,12395
XV DUAL TONE,Manual,30094,Petrol,TS-08,748000,"Kompally, Hyderabad",Hyderabad,Nissan,2020,1,14624
VXI,Manual,41312,Petrol,AP-10,443000,"Attapur, Hyderabad",Hyderabad,Maruti,2013,1,8661
XT I-TURBO PETROL,Manual,12280,Petrol,TS-08,744000,"Kompally, Hyderabad",Hyderabad,Tata,2021,1,14545
CLIMBER 1.0 AT,Automatic,42964,Petrol,TS-30,450000,"Kompally, Hyderabad",Hyderabad,Renault,2018,1,8798
ALPHA 1.5 SMART HYBRID,Manual,26852,Petrol,TS-07,1000000,"Kompally, Hyderabad",Hyderabad,Maruti,2020,1,19034
ALPHA 1.5 SMART HYBRID,Manual,40687,Petrol,TS-02,977000,"Kompally, Hyderabad",Hyderabad,Maruti,2020,1,18596
1.5L I-VTEC SV CVT,Automatic,62015,Petrol,AP-13,569000,"Kompally, Hyderabad",Hyderabad,Honda,2014,2,11124
VXI,Manual,86555,Petrol,TS-15,303000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,5924
HIGHLINE PLUS 1.0L TSI AT,Automatic,55053,Petrol,TS-08,944000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2021,1,17968
VXI,Manual,121831,Petrol,TS-05,543000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,1,10616
SPORTZ 1.2,Manual,101887,Petrol,TS-15,516000,"Kompally, Hyderabad",Hyderabad,Hyundai,2015,2,10088
LXI,Manual,21247,Petrol,TS-15,292000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,5709
XZ +,Manual,70076,Diesel,TS-08,1785000,"Kompally, Hyderabad",Hyderabad,Tata,2021,1,33976
ASTA (O) CVT,Automatic,26416,Petrol,TS-07,806000,"Attapur, Hyderabad",Hyderabad,Hyundai,2019,2,15341
STYLE 1.5 TDI,Manual,100615,Diesel,TS-07,765000,"Attapur, Hyderabad",Hyderabad,Skoda,2016,1,14956
V,Manual,35540,Petrol,TS-11,731000,"Kompally, Hyderabad",Hyderabad,Toyota,2019,2,14291
XT (O) PETROL,Manual,43668,Petrol,TS-07,567000,"Kompally, Hyderabad",Hyderabad,Tata,2021,1,11085
STYLE 1.0L TSI MT,Manual,43840,Petrol,TS-07,1432000,"Bachupally, Hyderabad",Hyderabad,Skoda,2022,1,27257
MAGNA 1.2,Manual,54222,Petrol,AP-28,418000,"Kompally, Hyderabad",Hyderabad,Hyundai,2013,2,8172
GTX PLUS DCT 1.4 PETROL,Automatic,63008,Petrol,TS-09,1670000,"Kompally, Hyderabad",Hyderabad,KIA,2020,1,31787
SPORTZ,Manual,81319,Petrol,TS-07,335000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,1,6549
STYLE AT TSI,Automatic,28306,Petrol,TS-08,1164000,"Kompally, Hyderabad",Hyderabad,Skoda,2021,1,22156
SPORTZ 1.1,Manual,93593,Petrol,TS-07,369000,"Kompally, Hyderabad",Hyderabad,Hyundai,2015,1,7214
ALPHA PETROL 1.2,Manual,55973,Petrol,TS-07,661000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,12923
T,Manual,62674,Petrol,TS-07,435000,"Bachupally, Hyderabad",Hyderabad,Datsun,2019,3,8504
TITANIUM 1.5 DIESEL,Manual,112941,Diesel,TS-07,536000,"Bachupally, Hyderabad",Hyderabad,Ford,2018,1,10479
VXI,Manual,49158,Petrol,TS-13,649000,"Attapur, Hyderabad",Hyderabad,Maruti,2020,1,12688
ZXI AMT,Automatic,18732,Petrol,TS-11,508000,"Bachupally, Hyderabad",Hyderabad,Maruti,2016,1,9931
ZXI,Manual,44784,Petrol,AP-09,439000,"Attapur, Hyderabad",Hyderabad,Maruti,2012,3,8583
SPORTZ AMT 1.2 KAPPA VTVT,Automatic,35060,Petrol,TS-08,735000,"Attapur, Hyderabad",Hyderabad,Hyundai,2021,1,14369
ZETA PETROL 1.2,Manual,49124,Petrol,TS-07,693000,"Bachupally, Hyderabad",Hyderabad,Maruti,2019,2,13548
1.2 SX DUAL TONE,Manual,71817,Petrol,TS-08,708000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,1,13842
STYLE 1.6 MPI,Manual,68756,Petrol,TS-08,806000,"Bachupally, Hyderabad",Hyderabad,Skoda,2018,1,15341
SX PLUS 1.6 PETROL,Manual,96620,Petrol,TS-08,991000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2018,1,18863
RXT 1.0,Manual,11689,Petrol,TS-04,551000,"Bachupally, Hyderabad",Hyderabad,Renault,2022,1,10772
J CVT,Automatic,92585,Petrol,TS-07,769000,"Kompally, Hyderabad",Hyderabad,Toyota,2018,1,15034
1.6 CRDI SX + AT,Automatic,67370,Diesel,TS-13,1054000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,2,20062
XV TURBO CVT,Automatic,12094,Petrol,TS-15,951000,"Bachupally, Hyderabad",Hyderabad,Nissan,2022,1,18101
ZETA 1.2 K12,Manual,39752,Petrol,TS-08,723000,"Bachupally, Hyderabad",Hyderabad,Maruti,2020,2,14135
MAGNA 1.2,Manual,57785,Petrol,AP-10,311000,"Attapur, Hyderabad",Hyderabad,Hyundai,2012,1,6080
HIGHLINE1.2L,Manual,97921,Petrol,TS-08,529000,"Bachupally, Hyderabad",Hyderabad,Volkswagen,2016,1,10342
1.6 SX (O) AT DIESEL,Automatic,81405,Diesel,TS-07,1261000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,24002
SX 1.0 TURBO,Manual,50646,Petrol,TS-08,910000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2020,1,17321
XZ PETROL,Manual,93407,Petrol,TS-23,474000,"Kompally, Hyderabad",Hyderabad,Tata,2018,2,9267
1.5 SIGNATURE MT 6STR,Manual,30111,Diesel,TS-07,1818000,"Kompally, Hyderabad",Hyderabad,Hyundai,2021,1,34604
SPORTZ 1.2 KAPPA VTVT,Manual,44390,Petrol,TS-07,521000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,10186
SPORTZ 1.2 KAPPA VTVT,Manual,55812,Petrol,TS-07,517000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,10107
S,Manual,32419,Petrol,TS-09,301000,"Kompally, Hyderabad",Hyderabad,Datsun,2017,1,5885
ZDI PLUS,Manual,121129,Diesel,TS-07,801000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,2,15246
VDI,Manual,89997,Diesel,TS-07,629000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,2,12297
ASTA 1.2 (O),Manual,91609,Petrol,TS-07,710000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,2,13881
SPORTZ 1.2,Manual,111198,Petrol,AP-36,327000,"Kompally, Hyderabad",Hyderabad,Hyundai,2013,1,6393
SPORTZ 1.5 MT,Manual,97621,Diesel,TS-01,828000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2021,1,15760
SPORTZ 1.2 KAPPA VTVT,Manual,39595,Petrol,TS-07,517000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,10107
XZ PLUS DUAL TONE DIESEL,Manual,51729,Diesel,TS-10,575500,"Kompally, Hyderabad",Hyderabad,Tata,2019,2,11251
SPORTZ 1.2 KAPPA VTVT,Manual,40235,Petrol,TS-07,508000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,2,9931
G CVT,Automatic,68950,Petrol,TS-07,733000,"Kompally, Hyderabad",Hyderabad,Toyota,2018,2,14330
ALPHA CVT PETROL 1.2,Automatic,31283,Petrol,TS-10,767000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,14995
MAGNA 1.2,Manual,35740,Petrol,AP-12,432000,"Attapur, Hyderabad",Hyderabad,Hyundai,2013,2,8446
SPORTZ 1.2,Manual,55943,Petrol,TS-07,677000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,13235
ZETA PETROL 1.2,Manual,57192,Petrol,TS-09,623000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,2,12180
XZ PETROL,Manual,57380,Petrol,TS-08,501000,"Bachupally, Hyderabad",Hyderabad,Tata,2018,3,9795
DELTA PETROL 1.2,Manual,71974,Petrol,TS-08,564000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,11026
SPORTZ 1.2,Manual,94975,Petrol,AP-28,305700,"Attapur, Hyderabad",Hyderabad,Hyundai,2013,2,5976
SX PLUS AT 1.6 PETROL,Automatic,44545,Petrol,TS-09,1012000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,2,19262
MAGNA AT 1.2 KAPPA VTVT,Automatic,56558,Petrol,TS-15,530000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2017,1,10362
SPORTZ 1.2 KAPPA VTVT,Manual,25467,Petrol,TS-08,622000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,12160
ZX CVT,Automatic,96940,Petrol,AP-39,928000,"Bachupally, Hyderabad",Hyderabad,Honda,2019,1,17664
SPORTZ AMT 1.2 KAPPA VTVT,Automatic,30203,Petrol,TS-08,647000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,12649
VX MT,Manual,82956,Petrol,TS-15,357000,"Kompally, Hyderabad",Hyderabad,Honda,2015,2,6979
LXI,Manual,91603,Petrol,TS-08,277000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,5415
VXI 1.2,Manual,79510,Petrol,TS-07,517000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,10107
XT PETROL,Manual,16115,Petrol,TS-29,605000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,11828
ASTA 1.2,Manual,63457,Petrol,TS-09,557000,"Attapur, Hyderabad",Hyderabad,Hyundai,2014,2,10889
CLIMBER MT 1.0,Manual,6580,Petrol,TS-07,563000,"Attapur, Hyderabad",Hyderabad,Renault,2022,1,11007
SPORTZ 1.2 KAPPA VTVT,Manual,39206,Petrol,TS-07,486000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2016,2,9501
SX 1.6 PETROL,Manual,63334,Petrol,TS-04,1030000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,3,19605
VXI,Manual,79202,Petrol,AP-13,411000,"Bachupally, Hyderabad",Hyderabad,Maruti,2013,1,8035
ZXI,Manual,35564,Petrol,TS-07,483000,"Bachupally, Hyderabad",Hyderabad,Maruti,2019,2,9443
MAGNA +,Manual,91568,Petrol,AP-13,245000,"Attapur, Hyderabad",Hyderabad,Hyundai,2013,1,4790
SPORTZ 1.2,Manual,94121,Petrol,TS-08,539000,"Attapur, Hyderabad",Hyderabad,Hyundai,2015,2,10538
ASTA (O) 1.2 MT,Manual,29492,Petrol,TS-09,960000,"Attapur, Hyderabad",Hyderabad,Hyundai,2021,1,18273
SPORTZ 1.2 KAPPA VTVT,Manual,28467,Petrol,TS-07,492000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,2,9619
VXI,Manual,67473,Petrol,AP-09,452000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,8837
V MT,Manual,90184,Petrol,AP-28,318000,"Kompally, Hyderabad",Hyderabad,Honda,2012,1,6217
VXI,Manual,87908,Petrol,TS-13,401000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,1,7840
ALPHA PETROL 1.2,Manual,52716,Petrol,TS-08,638000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,2,12473
SPORTZ 1.2,Manual,55563,Petrol,TS-08,620000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,2,12121
T10,Manual,110243,Diesel,TS-08,801000,"Bachupally, Hyderabad",Hyderabad,Mahindra,2018,2,15246
SPORTZ 1.2,Manual,73665,Petrol,AP-10,301000,"Kompally, Hyderabad",Hyderabad,Hyundai,2012,1,5885
1.2L I-VTEC V CVT,Automatic,61710,Petrol,TS-07,644000,"Kompally, Hyderabad",Hyderabad,Honda,2018,1,12590
MAGNA 1.2,Manual,82113,Petrol,AP-09,331000,"Attapur, Hyderabad",Hyderabad,Hyundai,2013,1,6471
SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,8345,Petrol,TS-07,648000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,12669
1.2L I-VTEC SV MT,Manual,70226,Petrol,TS-07,836000,"Attapur, Hyderabad",Hyderabad,Honda,2021,1,15912
SPORTZ 1.2,Manual,61060,Petrol,TS-08,591000,"Attapur, Hyderabad",Hyderabad,Hyundai,2016,2,11554
SPORTZ 1.2,Manual,83462,Petrol,AP-09,271000,"Kompally, Hyderabad",Hyderabad,Hyundai,2010,2,5298
VXI CNG,Manual,1457,CNG,TS-03,713000,"Kompally, Hyderabad",Hyderabad,Maruti,2022,1,13939
XZ PETROL,Manual,26893,Petrol,TS-08,768000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,15015
XZA PETROL,Automatic,97982,Petrol,TS-08,516000,"Attapur, Hyderabad",Hyderabad,Tata,2018,1,10088
S MT,Manual,69408,Petrol,AP-09,332000,"Kompally, Hyderabad",Hyderabad,Honda,2012,3,6491
SX (O) 1.5 CRDI,Manual,87893,Diesel,TS-15,1321000,"Attapur, Hyderabad",Hyderabad,Hyundai,2020,1,25144
D-LITE+,Manual,64538,Petrol,AP-29,259000,"Attapur, Hyderabad",Hyderabad,Hyundai,2014,2,5063
MAGNA 1.2,Manual,66899,Petrol,AP-28,282000,"Kompally, Hyderabad",Hyderabad,Hyundai,2011,1,5513
1.0 RXT Opt,Manual,37465,Petrol,TS-28,419000,"Attapur, Hyderabad",Hyderabad,Renault,2019,1,8192
T(O),Manual,24021,Petrol,TS-11,474000,"Kompally, Hyderabad",Hyderabad,Datsun,2021,1,9267
SPORTZ 1.2,Manual,89224,Petrol,TS-03,561000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2016,2,10968
XZA PLUS DIESEL DUAL TONE,Automatic,46034,Diesel,TS-07,1002000,"Bachupally, Hyderabad",Hyderabad,Tata,2019,1,19072
VXI,Manual,67046,Petrol,AP-35,272000,"Attapur, Hyderabad",Hyderabad,Maruti,2010,2,5318
1.2L I-VTEC VX CVT,Automatic,50385,Petrol,TS-07,773000,"Attapur, Hyderabad",Hyderabad,Honda,2020,1,15112
1.6 CRDI SX PLUS AUTO,Automatic,99215,Diesel,TS-02,1119000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,21299
TITANIUM 1.5L PETROL,Manual,20858,Petrol,TS-08,829000,"Bachupally, Hyderabad",Hyderabad,Ford,2018,1,15779
HIGHLINE PLUS 1.0L TSI,Manual,45949,Petrol,TS-08,1065000,"Attapur, Hyderabad",Hyderabad,Volkswagen,2020,1,20271
G ISG,Manual,80643,Petrol,TS-07,722000,"Attapur, Hyderabad",Hyderabad,Toyota,2020,1,14115
S MT,Manual,64736,Petrol,TS-10,370000,"Kompally, Hyderabad",Hyderabad,Honda,2014,1,7234
VXI,Manual,73889,Petrol,TS-07,461000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,1,9013
ASTA 1.2 DUAL TONE,Manual,72793,Petrol,TS-08,616000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,2,12043
SPORTZ 1.2 KAPPA VTVT,Manual,34488,Petrol,TS-13,482000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2016,1,9423
SPORTZ 1.2,Manual,70282,Petrol,AP-29,313000,"Kompally, Hyderabad",Hyderabad,Hyundai,2013,2,6119
SPORTZ 1.2 KAPPA VTVT,Manual,26678,Petrol,TS-13,515000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,2,10068
ZETA 1.5 SHVS MT PETROL,Manual,9849,Petrol,TS-08,887000,"Kompally, Hyderabad",Hyderabad,Maruti,2021,1,16883
ZXI,Manual,107913,Petrol,AP-28,337000,"Bachupally, Hyderabad",Hyderabad,Maruti,2014,2,6588
ZETA PETROL 1.2,Manual,78031,Petrol,TS-08,658000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,12864
SPORTZ 1.2,Manual,56416,Petrol,TS-07,632000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,12356
1.5L I-VTEC V MT,Manual,30599,Petrol,TS-07,551000,"Bachupally, Hyderabad",Hyderabad,Honda,2013,1,10772
ALPHA CVT PETROL 1.2,Automatic,73224,Petrol,TS-09,736000,"Attapur, Hyderabad",Hyderabad,Maruti,2018,2,14389
SPORTZ AT 1.2 KAPPA VTVT,Automatic,52704,Petrol,TS-07,586000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,2,11456
ZXI,Manual,94611,Petrol,TS-07,382000,"Attapur, Hyderabad",Hyderabad,Maruti,2014,2,7468
VXI,Manual,97726,Petrol,TS-08,379000,"Bachupally, Hyderabad",Hyderabad,Maruti,2016,1,7410
VXI AMT,Automatic,71969,Petrol,TS-07,417000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,3,8152
SPORTZ 1.2,Manual,56346,Petrol,TS-11,588000,"Attapur, Hyderabad",Hyderabad,Hyundai,2016,2,11496
MAGNA 1.1,Manual,57078,Petrol,AP-13,348000,"Kompally, Hyderabad",Hyderabad,Hyundai,2013,2,6803
LXI,Manual,52052,Petrol,TS-15,284000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,2,5552
VXI,Manual,80955,Petrol,TS-07,619000,"Attapur, Hyderabad",Hyderabad,Maruti,2018,1,12102
PLATINE DUAL TONE,Manual,47627,Diesel,TS-07,996000,"Bachupally, Hyderabad",Hyderabad,Renault,2019,1,18958
ZXI+,Manual,113815,Petrol,TS-10,576000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,1,11261
ZXI AMT,Automatic,45911,Petrol,TS-09,693000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,13548
MAGNA 1.2 KAPPA VTVT,Manual,24337,Petrol,TS-08,520000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2019,2,10166
LXI O,Manual,117467,Petrol,TS-08,315000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,6158
VXI AMT,Automatic,39461,Petrol,TS-07,720000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,14076
SPORTZ 1.2 KAPPA VTVT,Manual,40051,Petrol,TS-07,639000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2020,2,12493
RXZ DIESEL 110,Manual,44416,Diesel,TS-06,1015000,"Kompally, Hyderabad",Hyderabad,Renault,2019,1,19320
ZXI SMART HYBRID DUAL TONE,Manual,1457,Petrol,TS-08,1297000,"Kompally, Hyderabad",Hyderabad,Maruti,2023,1,24687
RXT 1.0 EASY-R  AT,Automatic,97709,Petrol,TS-08,406000,"Kompally, Hyderabad",Hyderabad,Renault,2018,1,7937
ALPHA AT1.5,Automatic,27653,Petrol,TS-09,1012000,"Bachupally, Hyderabad",Hyderabad,Maruti,2020,1,19262
VXI,Manual,46939,Petrol,AP-28,231000,"Kompally, Hyderabad",Hyderabad,Maruti,2012,1,4516
TITANUIM + SE 1.5L PETROL,Manual,14393,Petrol,TS-09,988000,"Kompally, Hyderabad",Hyderabad,Ford,2021,1,18806
RXL 1.0,Manual,29828,Petrol,TS-07,422000,"Bachupally, Hyderabad",Hyderabad,Renault,2021,1,8250
LXI,Manual,71071,Petrol,TS-15,335000,"Kompally, Hyderabad",Hyderabad,Maruti,2020,1,6549
TITANIUM 1.5L DIESEL,Manual,47654,Diesel,TS-09,907000,"Kompally, Hyderabad",Hyderabad,Ford,2020,2,17264
ASTA 1.1 CRDI,Manual,116516,Diesel,TS-09,426000,"Kompally, Hyderabad",Hyderabad,Hyundai,2015,1,8328
VXI,Manual,79024,Petrol,TS-12,323000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,2,6315
1.5L I-VTEC V MT,Manual,109832,Petrol,TS-07,490000,"Kompally, Hyderabad",Hyderabad,Honda,2014,2,9580
SX 1.0 (O) TURBO,Manual,32185,Petrol,TS-07,999000,"Attapur, Hyderabad",Hyderabad,Hyundai,2020,1,19015
RXT 1.0 EASY-R AT OPTION,Automatic,51237,Petrol,TS-15,427000,"Kompally, Hyderabad",Hyderabad,Renault,2019,2,8348
